LAMMPS DATA file for 4*4*4-Ga2O3

1280 atoms
2 atom types

0.0 49.50744079 xlo xhi
0.0 12.33503135 ylo yhi
0.0 22.88864419 zlo zhi
0.0 -5.63553564 0.0 xy xz yz

Masses

1 69.723
2 15.999

Atoms #atomic

1223 2 44.78903929 6.16751568 10.81216521
1224 2 44.78903929 9.25127351 10.81216521
1225 1 44.83283709 0.00000000 1.80001105
1226 1 44.83283709 3.08375784 1.80001105
1227 1 44.83283709 6.16751568 1.80001105
1228 1 44.83283709 9.25127351 1.80001105
1229 2 44.86296849 1.54187892 18.62224211
1230 2 44.86296849 4.62563676 18.62224211
1231 2 44.86296849 7.70939459 18.62224211
1232 2 44.86296849 10.79315243 18.62224211
1233 1 45.17584657 1.54187892 9.64431105
1234 1 45.17584657 4.62563676 9.64431105
1235 1 45.17584657 7.70939459 9.64431105
1236 1 45.17584657 10.79315243 9.64431105
1237 2 45.21964437 1.54187892 0.63215689
1238 2 45.21964437 4.62563676 0.63215689
1239 2 45.21964437 7.70939459 0.63215689
1240 2 45.21964437 10.79315243 0.63215689
1241 1 45.26653886 0.00000000 12.60887342
1242 1 45.26653886 3.08375784 12.60887342
1243 1 45.26653886 6.16751568 12.60887342
1244 1 45.26653886 9.25127351 12.60887342
1245 2 45.33949834 0.00000000 8.22660560
1246 2 45.33949834 3.08375784 8.22660560
1247 2 45.33949834 6.16751568 8.22660560
1248 2 45.33949834 9.25127351 8.22660560
1249 2 46.19792320 0.00000000 5.09000416
1250 2 46.19792320 3.08375784 5.09000416
1251 2 46.19792320 6.16751568 5.09000416
1252 2 46.19792320 9.25127351 5.09000416
1253 2 46.27185240 1.54187892 12.90008107
1254 2 46.27185240 4.62563676 12.90008107
1255 2 46.27185240 7.70939459 12.90008107
1256 2 46.27185240 10.79315243 12.90008107
1257 1 46.58473048 1.54187892 3.92215000
1258 1 46.58473048 4.62563676 3.92215000
1259 1 46.58473048 7.70939459 3.92215000
1260 1 46.58473048 10.79315243 3.92215000
1261 1 46.67542277 0.00000000 6.88671238
1262 1 46.67542277 3.08375784 6.88671238
1263 1 46.67542277 6.16751568 6.88671238
1264 1 46.67542277 9.25127351 6.88671238
1265 2 46.74838225 0.00000000 2.50444455
1266 2 46.74838225 3.08375784 2.50444455
1267 2 46.74838225 6.16751568 2.50444455
1268 2 46.74838225 9.25127351 2.50444455
1269 2 47.68073631 1.54187892 7.17792002
1270 2 47.68073631 4.62563676 7.17792002
1271 2 47.68073631 7.70939459 7.17792002
1272 2 47.68073631 10.79315243 7.17792002
1273 1 48.08430667 0.00000000 1.16455133
1274 1 48.08430667 3.08375784 1.16455133
1275 1 48.08430667 6.16751568 1.16455133
1276 1 48.08430667 9.25127351 1.16455133
1277 2 49.08962022 1.54187892 1.45575897
1278 2 49.08962022 4.62563676 1.45575897
1279 2 49.08962022 7.70939459 1.45575897
1280 2 49.08962022 10.79315243 1.45575897
